clock_period,dsp_coeff,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,source_lines,num_for_loops,num_while_loops,num_total_loops,max_loop_depth,num_if_statements,num_array_accesses,num_add_ops,num_sub_ops,num_mul_ops,num_div_ops,num_arithmetic_ops,num_assignments,num_function_calls,num_var_decls,yosys_selected_module,yosys_num_wires,yosys_num_wire_bits,yosys_num_pub_wires,yosys_num_pub_wire_bits,yosys_num_memories,yosys_num_memory_bits,yosys_num_processes,yosys_num_cells,yosys_total_modules,yosys_total_wires,yosys_total_wire_bits,yosys_total_pub_wires,yosys_total_pub_wire_bits,yosys_total_memories,yosys_total_memory_bits,yosys_total_processes,yosys_total_cells,openroad_clock_constraint,config_parse_status,openroad_run_status,openroad_parse_status,openroad_tns,openroad_wns,openroad_worst_slack,openroad_clock_period_min,openroad_fmax,openroad_critical_path_delay,openroad_critical_path_slack,openroad_setup_violation_count,openroad_hold_violation_count,openroad_max_slew_violation_count,openroad_max_cap_violation_count,openroad_total_power,openroad_synth_chip_area,benchmark_2mm,benchmark_3mm,benchmark_atax,benchmark_bicg,benchmark_deriche,benchmark_floyd-warshall,benchmark_gemm,benchmark_gemver,benchmark_gesummv,benchmark_jacobi-1d,benchmark_jacobi-2d,benchmark_mvt,benchmark_nussinov,benchmark_seidel-2d,benchmark_symm,benchmark_syr2k,benchmark_syrk,benchmark_trmm,dataset_size_MEDIUM,dataset_size_SMALL,mem_policy_ALL_BRAM,mem_policy_LSS,opt_level_O0,opt_level_O2,opt_level_O3
15,1.75,41,0.0494726426666236,66.887272676003,49,90,0,856,5195,277,5472,21,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,1.75,41,0.0494726426666236,66.887272676003,49,90,0,856,5195,277,5472,21,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,1.0,52,0.0363999969999984,100.3653297702541,50,90,2,858,4927,278,5205,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,10.0,ok,ok,ok,0.0,0.0,7.93,2.07,483.04,2.8431,7.9298,0.0,0.0,0.0,0.0,0.0694,36990.758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.0,50,0.0363999969999984,100.3653297702541,48,90,2,794,4927,278,5205,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.0,50,0.0363999969999984,100.3653297702541,48,90,2,794,4927,278,5205,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.75,60,0.0170666606666802,100.17095837552512,58,90,2,858,4927,278,5205,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.75,58,0.0170666606666802,100.17095837552512,56,90,2,794,4927,278,5205,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.75,58,0.0170666606666802,100.17095837552512,56,90,2,794,4927,278,5205,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.0,52,0.0363999969999984,100.3653297702541,60,90,0,794,5195,279,5474,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.0,52,0.0363999969999984,100.3653297702541,60,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.0,52,0.0363999969999984,100.3653297702541,60,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.75,60,0.0170666606666802,100.17095837552512,68,90,0,794,5195,279,5474,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.75,60,0.0170666606666802,100.17095837552512,68,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.75,60,0.0170666606666802,100.17095837552512,68,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.0,41,0.0494726426666236,66.887272676003,39,90,0,762,4927,277,5204,18,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.0,39,0.0494726426666236,66.887272676003,37,90,0,826,4927,310,5237,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.0,39,0.0494726426666236,66.887272676003,37,90,0,826,4927,310,5237,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.75,41,0.0494726426666236,66.887272676003,39,90,0,762,4927,277,5204,18,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.75,39,0.0494726426666236,66.887272676003,37,90,0,826,4927,310,5237,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.75,39,0.0494726426666236,66.887272676003,37,90,0,826,4927,310,5237,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.0,41,0.0494726426666236,66.887272676003,49,90,0,794,5195,279,5474,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.0,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.0,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.75,41,0.0494726426666236,66.887272676003,49,90,0,794,5195,279,5474,19,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.75,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.75,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20,88,5,0,5,2,1,21,5,0,12,3,20,16,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.0,45,0.0363999969999984,100.3653297702541,43,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.0,117,0.0363999969999984,100.3653297702541,115,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.0,116,0.0363999969999984,100.3653297702541,114,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.75,49,0.0363999969999984,100.3653297702541,47,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.75,129,0.0363999969999984,100.3653297702541,127,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.75,128,0.0363999969999984,100.3653297702541,126,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.0,47,0.0363999969999984,100.3653297702541,51,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.0,119,0.0363999969999984,100.3653297702541,135,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10,1.0,118,0.0363999969999984,100.3653297702541,134,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,1.75,51,0.0363999969999984,100.3653297702541,55,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.75,131,0.0363999969999984,100.3653297702541,147,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10,1.75,130,0.0363999969999984,100.3653297702541,146,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15,1.0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15,1.0,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
15,1.0,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15,1.75,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15,1.75,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
15,1.75,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
15,1.0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
15,1.0,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,1.0,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
15,1.75,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
15,1.75,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
15,1.75,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10,1.0,45,0.0363999969999984,100.3653297702541,43,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,10.0,ok,ok,ok,0.0,0.0,5.65,4.35,229.65,5.2155,5.6455,0.0,0.0,0.0,0.0,0.00767,36684.858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.0,117,0.0363999969999984,100.3653297702541,115,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.0,116,0.0363999969999984,100.3653297702541,114,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.75,49,0.0363999969999984,100.3653297702541,47,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10,1.75,129,0.0363999969999984,100.3653297702541,127,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10,1.75,128,0.0363999969999984,100.3653297702541,126,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
10,1.0,47,0.0363999969999984,100.3653297702541,51,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.0,119,0.0363999969999984,100.3653297702541,135,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.0,118,0.0363999969999984,100.3653297702541,134,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.75,51,0.0363999969999984,100.3653297702541,55,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
10,1.75,131,0.0363999969999984,100.3653297702541,147,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10,1.75,130,0.0363999969999984,100.3653297702541,146,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.0,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.0,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.75,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15,1.75,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15,1.75,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
15,1.0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.0,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.0,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15,1.75,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15,1.75,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
15,1.75,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41,58,5,0,5,1,1,11,8,5,4,2,19,11,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
10,1.0,71,0.0363999969999984,100.3653297702541,69,202,28,1603,5980,240,6220,58,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.0,70,0.0363999969999984,100.3653297702541,68,183,12,1689,5875,240,6115,56,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.0,71,0.0363999969999984,100.3653297702541,69,180,12,1688,5875,240,6115,55,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.75,75,0.0363999969999984,100.3653297702541,73,202,28,1603,5980,240,6220,58,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10,1.75,74,0.0363999969999984,100.3653297702541,72,183,12,1689,5875,240,6115,56,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,1.75,75,0.0363999969999984,100.3653297702541,73,180,12,1688,5875,240,6115,55,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10,1.0,75,0.0363999969999984,100.3653297702541,81,202,4,1731,6248,240,6488,62,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
10,1.0,72,0.0363999969999984,100.3653297702541,78,183,38,1689,6143,240,6383,56,61,9,0,9,1,1,30,17,9,7,2,35,15,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
