benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
floyd-warshall,MEDIUM,10,LSS,1.0,O2,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,0,floyd-warshall_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
floyd-warshall,MEDIUM,10,LSS,1.0,O3,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,0,floyd-warshall_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
floyd-warshall,MEDIUM,10,LSS,1.75,O0,none,kernel_floyd_warshall,13,0.6331999940000177,106.76004605195388,14,95,5,471,1318,103,1421,17,0,floyd-warshall_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
floyd-warshall,MEDIUM,10,LSS,1.75,O2,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,0,floyd-warshall_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
floyd-warshall,MEDIUM,10,LSS,1.75,O3,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,9,823,1661,176,1837,31,0,floyd-warshall_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_floyd_warshall,13,5.6331999940000035,106.76004605195372,11,95,0,439,1050,68,1118,16,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_floyd_warshall,20,5.6331999940000035,106.76004605195372,18,136,1,727,1393,138,1531,28,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_floyd_warshall,20,5.6331999940000035,106.76004605195372,18,136,1,727,1393,138,1531,28,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_floyd_warshall,13,5.6331999940000035,106.76004605195372,11,95,0,439,1050,68,1118,16,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_floyd_warshall,20,5.6331999940000035,106.76004605195372,18,136,1,727,1393,138,1531,28,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
floyd-warshall,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_floyd_warshall,20,5.6331999940000035,106.76004605195372,18,136,1,727,1393,138,1531,28,0,floyd-warshall_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
floyd-warshall,MEDIUM,15,LSS,1.0,O0,none,kernel_floyd_warshall,13,5.6331999940000035,106.76004605195372,14,95,0,503,1318,102,1420,18,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
floyd-warshall,MEDIUM,15,LSS,1.0,O2,none,kernel_floyd_warshall,18,5.6331999940000035,106.76004605195372,24,136,0,823,1661,209,1870,31,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
floyd-warshall,MEDIUM,15,LSS,1.0,O3,none,kernel_floyd_warshall,18,5.6331999940000035,106.76004605195372,24,136,0,823,1661,209,1870,31,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
floyd-warshall,MEDIUM,15,LSS,1.75,O0,none,kernel_floyd_warshall,13,5.6331999940000035,106.76004605195372,14,95,0,503,1318,102,1420,18,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
floyd-warshall,MEDIUM,15,LSS,1.75,O2,none,kernel_floyd_warshall,18,5.6331999940000035,106.76004605195372,24,136,0,823,1661,209,1870,31,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
floyd-warshall,MEDIUM,15,LSS,1.75,O3,none,kernel_floyd_warshall,18,5.6331999940000035,106.76004605195372,24,136,0,823,1661,209,1870,31,0,floyd-warshall_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_floyd_warshall,13,0.6331999940000177,106.76004605195388,11,95,5,441,1050,68,1118,15,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_floyd_warshall,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_floyd_warshall,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_floyd_warshall,13,0.6331999940000177,106.76004605195388,11,95,5,441,1050,68,1118,15,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_floyd_warshall,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
floyd-warshall,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_floyd_warshall,20,0.6331999940000177,106.76004605195388,18,136,13,761,1393,139,1532,28,0,floyd-warshall_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
floyd-warshall,SMALL,10,LSS,1.0,O0,none,kernel_floyd_warshall,13,0.6331999940000177,106.76004605195388,14,95,4,473,1318,103,1421,16,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
floyd-warshall,SMALL,10,LSS,1.0,O2,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
floyd-warshall,SMALL,10,LSS,1.0,O3,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
floyd-warshall,SMALL,10,LSS,1.75,O0,none,kernel_floyd_warshall,13,0.6331999940000177,106.76004605195388,14,95,4,473,1318,103,1421,16,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
floyd-warshall,SMALL,10,LSS,1.75,O2,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
floyd-warshall,SMALL,10,LSS,1.75,O3,none,kernel_floyd_warshall,18,0.6331999940000177,106.76004605195388,24,136,10,825,1661,176,1837,30,0,floyd-warshall_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_floyd_warshall,13,5.633199994000032,106.76004605195405,11,95,0,441,1050,68,1118,15,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_floyd_warshall,20,5.633199994000032,106.76004605195405,18,136,1,729,1393,138,1531,27,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_floyd_warshall,20,5.633199994000032,106.76004605195405,18,136,1,729,1393,138,1531,27,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_floyd_warshall,13,5.633199994000032,106.76004605195405,11,95,0,441,1050,68,1118,15,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_floyd_warshall,20,5.633199994000032,106.76004605195405,18,136,1,729,1393,138,1531,27,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
floyd-warshall,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_floyd_warshall,20,5.633199994000032,106.76004605195405,18,136,1,729,1393,138,1531,27,0,floyd-warshall_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
floyd-warshall,SMALL,15,LSS,1.0,O0,none,kernel_floyd_warshall,13,5.633199994000032,106.76004605195405,14,95,0,505,1318,102,1420,17,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
floyd-warshall,SMALL,15,LSS,1.0,O2,none,kernel_floyd_warshall,18,5.633199994000032,106.76004605195405,24,136,0,825,1661,209,1870,30,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
floyd-warshall,SMALL,15,LSS,1.0,O3,none,kernel_floyd_warshall,18,5.633199994000032,106.76004605195405,24,136,0,825,1661,209,1870,30,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
floyd-warshall,SMALL,15,LSS,1.75,O0,none,kernel_floyd_warshall,13,5.633199994000032,106.76004605195405,14,95,0,505,1318,102,1420,17,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
floyd-warshall,SMALL,15,LSS,1.75,O2,none,kernel_floyd_warshall,18,5.633199994000032,106.76004605195405,24,136,0,825,1661,209,1870,30,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
floyd-warshall,SMALL,15,LSS,1.75,O3,none,kernel_floyd_warshall,18,5.633199994000032,106.76004605195405,24,136,0,825,1661,209,1870,30,0,floyd-warshall_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_gemm,37,0.03639999699999841,100.3653297702541,35,199,5,956,6225,139,6364,29,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_gemm,98,0.03639999699999841,100.3653297702541,96,332,47,1588,6862,378,7240,55,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_gemm,131,0.03639999699999841,100.3653297702541,129,378,85,1937,7295,477,7772,68,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_gemm,43,0.017066660666680278,100.17095837552512,41,199,5,956,6225,139,6364,29,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_gemm,120,0.017066660666680278,100.17095837552512,118,332,47,1588,6862,378,7240,55,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gemm,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_gemm,163,0.017066660666680278,100.17095837552512,161,378,85,1937,7295,477,7772,68,0,gemm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
gemm,MEDIUM,10,LSS,1.0,O0,none,kernel_gemm,37,0.03639999699999841,100.3653297702541,40,200,3,988,6527,141,6668,30,0,gemm_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
gemm,MEDIUM,10,LSS,1.0,O2,none,kernel_gemm,101,0.03639999699999841,100.3653297702541,115,333,20,1652,7164,442,7606,57,0,gemm_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
gemm,MEDIUM,10,LSS,1.0,O3,none,kernel_gemm,137,0.03639999699999841,100.3653297702541,159,380,85,1937,7631,511,8142,68,0,gemm_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
gemm,MEDIUM,10,LSS,1.75,O0,none,kernel_gemm,43,0.017066660666680278,100.17095837552512,46,200,3,988,6527,141,6668,30,0,gemm_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
gemm,MEDIUM,10,LSS,1.75,O2,none,kernel_gemm,123,0.017066660666680278,100.17095837552512,137,333,20,1652,7164,442,7606,57,0,gemm_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
gemm,MEDIUM,10,LSS,1.75,O3,none,kernel_gemm,169,0.017066660666680278,100.17095837552512,191,380,85,1937,7631,511,8142,68,0,gemm_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_gemm,29,0.0494726426666805,66.88727267600325,27,199,0,956,6225,139,6364,29,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_gemm,72,0.049472642666623656,66.887272676003,70,332,0,1588,6862,378,7240,55,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_gemm,94,0.049472642666623656,66.887272676003,92,377,0,1873,7261,511,7772,66,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_gemm,29,0.0494726426666805,66.88727267600325,27,199,0,956,6225,139,6364,29,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_gemm,72,0.049472642666623656,66.887272676003,70,332,0,1588,6862,378,7240,55,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gemm,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_gemm,94,0.049472642666623656,66.887272676003,92,377,0,1873,7261,511,7772,66,0,gemm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gemm,MEDIUM,15,LSS,1.0,O0,none,kernel_gemm,30,0.0494726426666805,66.88727267600325,33,199,0,988,6493,141,6634,30,0,gemm_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
gemm,MEDIUM,15,LSS,1.0,O2,none,kernel_gemm,76,0.049472642666623656,66.887272676003,90,332,0,1652,7130,442,7572,57,0,gemm_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
gemm,MEDIUM,15,LSS,1.0,O3,none,kernel_gemm,102,0.04947264266673734,66.8872726760035,124,377,0,1937,7529,511,8040,68,0,gemm_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
gemm,MEDIUM,15,LSS,1.75,O0,none,kernel_gemm,30,0.0494726426666805,66.88727267600325,33,199,0,988,6493,141,6634,30,0,gemm_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
gemm,MEDIUM,15,LSS,1.75,O2,none,kernel_gemm,76,0.049472642666623656,66.887272676003,90,332,0,1652,7130,442,7572,57,0,gemm_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
gemm,MEDIUM,15,LSS,1.75,O3,none,kernel_gemm,102,0.04947264266673734,66.8872726760035,124,377,0,1937,7529,511,8040,68,0,gemm_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
gemm,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_gemm,37,0.03639999699999841,100.3653297702541,35,214,5,958,6237,139,6376,29,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gemm,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_gemm,98,0.03639999699999841,100.3653297702541,96,353,47,1592,6878,378,7256,55,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gemm,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_gemm,131,0.03639999699999841,100.3653297702541,129,404,85,1942,7315,477,7792,68,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gemm,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_gemm,43,0.017066660666680278,100.17095837552512,41,214,5,958,6237,139,6376,29,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gemm,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_gemm,120,0.017066660666680278,100.17095837552512,118,353,47,1592,6878,378,7256,55,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gemm,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_gemm,163,0.017066660666680278,100.17095837552512,161,404,85,1942,7315,477,7792,68,0,gemm_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
gemm,SMALL,10,LSS,1.0,O0,none,kernel_gemm,37,0.03639999699999841,100.3653297702541,40,215,3,990,6539,141,6680,30,0,gemm_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
gemm,SMALL,10,LSS,1.0,O2,none,kernel_gemm,101,0.03639999699999841,100.3653297702541,115,354,20,1656,7180,442,7622,57,0,gemm_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
gemm,SMALL,10,LSS,1.0,O3,none,kernel_gemm,137,0.03639999699999841,100.3653297702541,159,406,85,1942,7651,511,8162,68,0,gemm_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
gemm,SMALL,10,LSS,1.75,O0,none,kernel_gemm,43,0.017066660666680278,100.17095837552512,46,215,3,990,6539,141,6680,30,0,gemm_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
gemm,SMALL,10,LSS,1.75,O2,none,kernel_gemm,123,0.017066660666680278,100.17095837552512,137,354,20,1656,7180,442,7622,57,0,gemm_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
gemm,SMALL,10,LSS,1.75,O3,none,kernel_gemm,169,0.017066660666680278,100.17095837552512,191,406,85,1942,7651,511,8162,68,0,gemm_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
gemm,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_gemm,29,0.0494726426666805,66.88727267600325,27,214,0,958,6237,139,6376,29,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gemm,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_gemm,72,0.049472642666623656,66.887272676003,70,353,0,1592,6878,378,7256,55,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gemm,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_gemm,94,0.049472642666623656,66.887272676003,92,403,0,1878,7281,511,7792,66,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gemm,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_gemm,29,0.0494726426666805,66.88727267600325,27,214,0,958,6237,139,6376,29,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gemm,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_gemm,72,0.049472642666623656,66.887272676003,70,353,0,1592,6878,378,7256,55,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gemm,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_gemm,94,0.049472642666623656,66.887272676003,92,403,0,1878,7281,511,7792,66,0,gemm_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gemm,SMALL,15,LSS,1.0,O0,none,kernel_gemm,30,0.0494726426666805,66.88727267600325,33,214,0,990,6505,141,6646,30,0,gemm_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
gemm,SMALL,15,LSS,1.0,O2,none,kernel_gemm,76,0.049472642666623656,66.887272676003,90,353,0,1656,7146,442,7588,57,0,gemm_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
gemm,SMALL,15,LSS,1.0,O3,none,kernel_gemm,102,0.04947264266673734,66.8872726760035,124,403,0,1942,7549,511,8060,68,0,gemm_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
gemm,SMALL,15,LSS,1.75,O0,none,kernel_gemm,30,0.0494726426666805,66.88727267600325,33,214,0,990,6505,141,6646,30,0,gemm_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
gemm,SMALL,15,LSS,1.75,O2,none,kernel_gemm,76,0.049472642666623656,66.887272676003,90,353,0,1656,7146,442,7588,57,0,gemm_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
gemm,SMALL,15,LSS,1.75,O3,none,kernel_gemm,102,0.04947264266673734,66.8872726760035,124,403,0,1942,7549,511,8060,68,0,gemm_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_gemver,79,0.03639999699999841,100.3653297702541,79,172,42,1381,5558,345,5903,42,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_gemver,222,0.03639999699988472,100.36532977025297,220,336,196,2432,6805,712,7517,78,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_gemver,222,0.03639999699988472,100.36532977025297,220,336,196,2432,6805,712,7517,78,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_gemver,91,0.017066660666680278,100.17095837552512,91,172,42,1381,5558,343,5901,42,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_gemver,258,0.017066660666680278,100.17095837552512,256,336,196,2432,6805,732,7537,78,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gemver,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_gemver,258,0.017066660666680278,100.17095837552512,256,336,196,2432,6805,732,7537,78,0,gemver_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
gemver,MEDIUM,10,LSS,1.0,O0,none,kernel_gemver,79,0.03639999699999841,100.3653297702541,90,172,24,1477,5826,479,6305,45,0,gemver_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
gemver,MEDIUM,10,LSS,1.0,O2,none,kernel_gemver,216,0.03639999699988472,100.36532977025297,253,337,138,2624,7107,788,7895,84,0,gemver_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
gemver,MEDIUM,10,LSS,1.0,O3,none,kernel_gemver,216,0.03639999699988472,100.36532977025297,253,337,138,2624,7107,788,7895,84,0,gemver_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
gemver,MEDIUM,10,LSS,1.75,O0,none,kernel_gemver,91,0.017066660666680278,100.17095837552512,102,172,24,1477,5826,444,6270,45,0,gemver_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
gemver,MEDIUM,10,LSS,1.75,O2,none,kernel_gemver,252,0.017066660666680278,100.17095837552512,289,337,138,2624,7107,759,7866,84,0,gemver_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
gemver,MEDIUM,10,LSS,1.75,O3,none,kernel_gemver,252,0.017066660666680278,100.17095837552512,289,337,138,2624,7107,759,7866,84,0,gemver_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_gemver,62,0.049472642666623656,66.887272676003,62,172,6,1381,5558,344,5902,41,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,337,36,2368,6839,666,7505,75,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,337,36,2368,6839,666,7505,75,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_gemver,62,0.049472642666623656,66.887272676003,62,172,6,1381,5558,344,5902,41,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,337,36,2368,6839,666,7505,75,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
gemver,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_gemver,171,0.049472642666623656,66.887272676003,169,337,36,2368,6839,666,7505,75,0,gemver_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
gemver,MEDIUM,15,LSS,1.0,O0,none,kernel_gemver,63,0.049472642666623656,66.887272676003,73,172,0,1541,5826,476,6302,46,0,gemver_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
gemver,MEDIUM,15,LSS,1.0,O2,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,336,0,2688,7073,803,7876,85,0,gemver_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
gemver,MEDIUM,15,LSS,1.0,O3,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,336,0,2688,7073,803,7876,85,0,gemver_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
gemver,MEDIUM,15,LSS,1.75,O0,none,kernel_gemver,63,0.049472642666623656,66.887272676003,73,172,0,1541,5826,476,6302,46,0,gemver_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
gemver,MEDIUM,15,LSS,1.75,O2,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,336,0,2688,7073,803,7876,85,0,gemver_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
gemver,MEDIUM,15,LSS,1.75,O3,none,kernel_gemver,167,0.049472642666623656,66.887272676003,202,336,0,2688,7073,803,7876,85,0,gemver_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
gemver,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_gemver,78,0.03639999699999841,100.3653297702541,78,136,15,1319,5429,345,5774,37,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
gemver,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_gemver,220,0.03639999699988472,100.36532977025297,218,268,72,2338,6521,644,7165,72,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
gemver,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_gemver,220,0.03639999699988472,100.36532977025297,218,268,72,2338,6521,644,7165,72,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
gemver,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_gemver,90,0.017066660666680278,100.17095837552512,90,136,15,1319,5429,343,5772,37,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
gemver,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_gemver,256,0.017066660666680278,100.17095837552512,254,268,72,2338,6521,632,7153,72,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
gemver,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_gemver,256,0.017066660666680278,100.17095837552512,254,268,72,2338,6521,632,7153,72,0,gemver_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
